Date,Pharma,FMCG,Power,Steel
29-Apr-02,499.7,203.2,10.72,66.2
30-Apr-02,499.63,202.8,10.8,65.52
2-May-02,499.55,203.55,11.43,67.58
3-May-02,499.48,203.85,11.63,67.38
6-May-02,499.1,204,11.94,69.82
7-May-02,500.15,208.75,11.93,69.76
8-May-02,499.45,210.2,11.87,71.12
9-May-02,499.57,213.1,12.02,70.59
10-May-02,500.13,210.2,12.04,69
13-May-02,499.9,210.15,11.93,69.14
14-May-02,499.52,206.55,11.91,69.61
15-May-02,498.52,205.8,11.69,69
16-May-02,494.73,203.15,11.56,69.41
17-May-02,495.6,202.45,11.41,69.23
20-May-02,497.1,199.55,11.27,68.41
21-May-02,466.2,197.25,10.91,65.87
22-May-02,478.4,196.5,10.93,64.08
23-May-02,469.93,188.95,10.94,61.87
24-May-02,484.6,199.5,11.49,66.17
27-May-02,487.05,202.55,11.52,66.32
28-May-02,461.15,199.2,11.45,62.16
29-May-02,467.15,192.45,11.01,62.69
30-May-02,470.32,187.65,10.92,63.07
31-May-02,474.2,184.85,11.06,64.67
3-Jun-02,473.95,189.5,11.26,69.91
4-Jun-02,482.65,197.95,11.59,70.91
5-Jun-02,486.7,200.3,12.03,72.32
6-Jun-02,482.25,202.2,12.03,70.79
7-Jun-02,477.7,199.7,11.97,70.62
10-Jun-02,485.15,197.55,12.08,74.98
11-Jun-02,490.25,203.05,12.8,75.83
12-Jun-02,485.35,202.35,12.9,76.77
13-Jun-02,488.2,195.8,12.52,75.98
14-Jun-02,499.6,195.85,12.58,77.78
17-Jun-02,499.38,194.5,12.75,79.01
18-Jun-02,496.82,192.65,12.4,77.69
19-Jun-02,492.77,190,12.08,75.77
20-Jun-02,485,193.65,12.4,75.39
21-Jun-02,481.68,193,12.49,76.51
24-Jun-02,475.68,189,12.44,78.1
25-Jun-02,469.38,190.35,12.27,79.66
26-Jun-02,470.57,192.5,12.21,77.66
27-Jun-02,462.52,190.35,12.32,81.22
28-Jun-02,472.82,193.35,12.56,82.78
1-Jul-02,474.55,194.55,12.83,85.2
2-Jul-02,474.63,192.15,12.52,83.93
3-Jul-02,475.85,194.45,12.12,83.14
4-Jul-02,490.48,192.6,12.09,85.38
5-Jul-02,496.13,193.15,12.14,85.08
8-Jul-02,501.05,194.4,12.17,84.43
9-Jul-02,490.05,194.8,11.94,84.14
10-Jul-02,489.23,192.7,11.72,83.55
11-Jul-02,488.23,194,11.59,83.37
12-Jul-02,492.2,194.7,11.4,84.58
15-Jul-02,486.18,191.8,11.01,80.9
16-Jul-02,487.35,187.7,11.04,79.9
17-Jul-02,488.98,185.55,10.98,81.37
18-Jul-02,496.63,187,11.06,80.66
19-Jul-02,507.18,187.05,10.99,80.25
22-Jul-02,437.1,184.7,10.77,79.01
23-Jul-02,447.3,184.9,10.87,76.71
24-Jul-02,434.88,183.35,10.72,77.39
25-Jul-02,428.52,182.3,10.57,77.6
26-Jul-02,415.98,174.95,10.25,73.15
29-Jul-02,419.43,176,10.12,72.32
30-Jul-02,421.9,173.05,9.96,70.03
31-Jul-02,426.25,171,10.02,73.77
1-Aug-02,440.48,168.15,9.99,72.12
2-Aug-02,440.95,171.5,10.01,71.53
5-Aug-02,450.13,172.85,10.3,73.39
6-Aug-02,452.35,173.3,10.34,73.24
7-Aug-02,449.68,169.8,10.32,72.88
8-Aug-02,442.9,167.4,9.62,67.99
9-Aug-02,440.13,166.2,9.84,69.41
12-Aug-02,436,167.95,9.85,70.79
13-Aug-02,434.1,173.45,9.99,70.88
14-Aug-02,424.8,174.65,9.91,69.61
16-Aug-02,425.32,182.3,10.07,70.14
19-Aug-02,428.82,179.9,10.09,69.91
20-Aug-02,429.68,179.95,10.04,69.73
21-Aug-02,435.77,179.9,10.11,70.62
22-Aug-02,434.4,177.95,9.99,71.47
23-Aug-02,433.02,179.8,9.9,71.97
26-Aug-02,434.45,181.25,9.88,72.21
27-Aug-02,435.9,181.4,9.88,70.82
28-Aug-02,436.07,179.75,9.83,70.97
29-Aug-02,434.75,178.45,9.54,70.17
30-Aug-02,448.13,186.7,9.86,72.83
2-Sep-02,449.02,188.8,9.94,73.06
3-Sep-02,447.35,188.2,9.89,72.27
4-Sep-02,447.63,188.2,9.85,72.44
5-Sep-02,446.48,187.65,9.92,73.44
6-Sep-02,443.15,179.95,9.81,71.94
9-Sep-02,433.82,180.15,9.65,71.23
11-Sep-02,434.77,186.45,9.65,71.15
12-Sep-02,440.1,183.45,9.79,71.03
13-Sep-02,433.88,180.1,9.78,71.47
16-Sep-02,426.48,179.85,9.72,70.88
17-Sep-02,422.95,180.65,9.76,71.12
18-Sep-02,408.15,180.15,9.65,70.06
19-Sep-02,407.8,178.9,9.54,69.26
20-Sep-02,402.2,176,9.55,69.17
23-Sep-02,416.23,174.8,9.53,68.47
24-Sep-02,420.7,177.05,9.42,68.64
25-Sep-02,424.07,176.15,9.44,68.61
26-Sep-02,433.25,174.9,9.42,68.11
27-Sep-02,423.77,176.45,9.36,68.82
30-Sep-02,417.02,172.65,9.23,68.41
1-Oct-02,410.57,168.7,9.1,68.64
3-Oct-02,402.38,166.85,9.17,69.11
4-Oct-02,403.3,169.9,9.19,69.59
7-Oct-02,405.65,169.25,9.38,71.15
8-Oct-02,405.65,170.05,9.42,70.73
9-Oct-02,405.68,169.2,9.37,70.56
10-Oct-02,406.15,170.35,9.52,71.03
11-Oct-02,413.38,170.65,9.65,71.09
14-Oct-02,387.02,172.2,9.75,71.94
16-Oct-02,371.4,174.85,9.8,72.09
17-Oct-02,371.68,176.15,9.85,71.44
18-Oct-02,372.45,176.65,9.93,70.32
21-Oct-02,365.98,176.75,9.85,70.65
22-Oct-02,371.02,175.75,9.49,70.73
23-Oct-02,371.95,171.35,9.38,70.32
24-Oct-02,363.2,167.7,9.35,69.23
25-Oct-02,343.88,160.95,9.38,69.08
28-Oct-02,347.7,152.8,9.27,68.17
29-Oct-02,350.32,157.85,9.35,69.67
30-Oct-02,353.57,162.9,9.34,68.73
31-Oct-02,347.25,160.3,9.27,73.8
1-Nov-02,344.43,159.75,9.4,73.15
4-Nov-02,346.82,161.6,9.45,74.59
5-Nov-02,344.8,160.05,9.47,74.65
7-Nov-02,348.63,161.1,9.44,74.83
8-Nov-02,348.3,159.15,9.38,73.97
11-Nov-02,350.95,159.45,9.36,72.86
12-Nov-02,352,160.2,9.41,73.8
13-Nov-02,350,159.45,9.46,73.3
14-Nov-02,352,158.05,9.55,72.97
15-Nov-02,366.85,158.95,9.67,74.65
18-Nov-02,357.5,164,9.8,76.86
20-Nov-02,360.63,163.15,9.59,77.45
21-Nov-02,361.77,163.8,9.6,77.83
22-Nov-02,367.55,163.3,9.63,78.51
25-Nov-02,374.02,164.4,9.79,79.63
26-Nov-02,375.32,167,9.98,81.1
27-Nov-02,375.1,169.1,10.09,79.37
28-Nov-02,381.68,172.5,10.22,80.81
29-Nov-02,381.02,172.15,10.31,82.22
2-Dec-02,392.25,173.1,10.4,81.87
3-Dec-02,389.45,172.35,10.14,80.28
4-Dec-02,388.6,171.55,10.13,79.98
5-Dec-02,390.05,173.05,10.17,80.78
6-Dec-02,396.2,178,10.36,83.11
9-Dec-02,396.75,174.6,10.22,81.22
10-Dec-02,397.85,179.25,10.17,82.16
11-Dec-02,400.02,179.9,10.13,81.93
12-Dec-02,400.55,180.05,10.12,81.37
13-Dec-02,400.27,180.1,10.31,83.05
16-Dec-02,401.25,180.15,10.14,81.6
17-Dec-02,409.2,180,10.02,81.05
18-Dec-02,437.98,180.15,10.14,82.37
19-Dec-02,461.32,181.65,10.24,82.16
20-Dec-02,446.5,182.85,10.43,84.11
23-Dec-02,452.1,179.95,10.59,85.05
24-Dec-02,457.02,182.9,10.8,85.32
26-Dec-02,463.9,183.45,10.65,86.76
27-Dec-02,461.77,182.55,10.68,88.15
30-Dec-02,448.8,181.7,10.7,87.67
31-Dec-02,449.07,181.75,10.78,89.26
1-Jan-03,460.77,181.65,10.75,89.12
2-Jan-03,454.63,179.6,10.64,88.26
3-Jan-03,456.5,180,10.53,87.79
6-Jan-03,460.8,179.75,10.41,85.82
7-Jan-03,471.18,178.05,10.29,86.35
8-Jan-03,473.63,178.05,10.42,88
9-Jan-03,485.7,179.95,10.58,88.7
10-Jan-03,493.05,180.6,10.43,88.17
13-Jan-03,487.57,180.1,10.56,88.23
14-Jan-03,488.48,180.1,10.6,88.09
15-Jan-03,495.93,179.85,10.68,87.59
16-Jan-03,500.23,179.45,10.71,88.62
17-Jan-03,490.68,178.4,10.78,90.41
20-Jan-03,480.38,177.95,10.9,91.44
21-Jan-03,478.5,178.85,10.83,93.51
22-Jan-03,474.6,179.65,10.81,93.01
23-Jan-03,451.52,179.85,10.6,94.86
24-Jan-03,458.9,179.85,10.8,91.89
27-Jan-03,450.45,178.5,10.62,90.15
28-Jan-03,447.9,176.55,10.79,91.03
29-Jan-03,454.13,172.8,10.83,91.03
30-Jan-03,452.2,170.25,10.69,89.91
31-Jan-03,451.77,170.85,10.72,89.65
3-Feb-03,457.3,168.05,11.12,91.62
4-Feb-03,452.6,165.65,11.28,90.97
5-Feb-03,458.3,163.15,11.34,91
6-Feb-03,457.27,167.7,11.35,92.15
7-Feb-03,459.9,166.95,11.47,92.8
10-Feb-03,452.55,167.35,11.6,91.09
11-Feb-03,452.98,169.45,11.43,91.03
12-Feb-03,451.98,167.75,11.3,90.83
14-Feb-03,451.18,162.75,11.17,89.03
17-Feb-03,450.43,164.65,11.61,90.33
18-Feb-03,450.25,167.75,11.57,91.62
19-Feb-03,449.48,169.65,11.6,92
20-Feb-03,444.52,172,11.86,90.62
21-Feb-03,436.32,171.25,11.7,89.38
24-Feb-03,438.25,172.6,11.73,89.41
25-Feb-03,438.05,170.75,11.65,87.76
26-Feb-03,433.75,169.3,11.54,87.03
27-Feb-03,428.63,170.25,11.81,87.82
28-Feb-03,438.45,169.15,11.75,88.44
3-Mar-03,444.15,168.55,11.79,87.47
4-Mar-03,443.63,168.4,11.69,85.29
5-Mar-03,446.88,166.5,11.72,86.67
6-Mar-03,448.52,166.1,11.48,83.73
7-Mar-03,444.77,164.2,11.1,81.25
10-Mar-03,444.93,161.75,10.88,79.6
11-Mar-03,443.07,160.4,11.12,81.02
12-Mar-03,440.93,158.6,10.99,80.72
13-Mar-03,439.2,159.7,11.03,79.63
17-Mar-03,437.23,155.85,10.9,79.13
19-Mar-03,434.6,157.65,11.01,79.98
20-Mar-03,441.5,160.5,11.1,82.11
21-Mar-03,450.3,162.35,11.22,83.02
22-Mar-03,455.63,163,11.33,84.79
24-Mar-03,450.2,155.35,11.03,81.37
25-Mar-03,450.07,156.15,11.02,81.19
26-Mar-03,449.65,157.05,11.05,81.13
27-Mar-03,449.5,153.15,11.06,79.63
28-Mar-03,449.65,152.6,11.06,78.84
31-Mar-03,458.35,147.95,10.91,78.81
1-Apr-03,456.8,149.5,11.03,79.72
2-Apr-03,456.7,155.1,11.14,81.07
3-Apr-03,458.8,154.9,11.13,81.55
4-Apr-03,462.25,150.75,11.51,82.78
7-Apr-03,461.27,152.75,11.46,85.23
8-Apr-03,457.6,147.8,11.48,83.58
9-Apr-03,462.45,143.85,11.38,82.75
10-Apr-03,465.77,143.75,11.28,81.96
11-Apr-03,427.38,142.55,11.44,80.63
15-Apr-03,456.05,141.5,11.45,77.24
16-Apr-03,450.82,147.75,11.41,79.07
17-Apr-03,451.55,142.85,11.31,77.72
21-Apr-03,450.3,144.7,11.35,78.6
22-Apr-03,450.63,143.7,11.17,77.66
23-Apr-03,450.18,140.15,10.94,75.62
24-Apr-03,450.77,136,11.09,75.27
25-Apr-03,452.45,136,11.05,75.45
28-Apr-03,435.88,139.45,11.14,77.27
29-Apr-03,431.63,140.05,11.32,76.45
30-Apr-03,436.77,144.35,11.56,77.89
2-May-03,439.88,138.45,11.56,77.98
5-May-03,438.88,137.55,11.83,79.81
6-May-03,438.02,137.35,11.68,79.93
7-May-03,437.95,138.1,11.58,78.87
8-May-03,424.68,138.75,11.44,77.75
9-May-03,417.98,137.95,11.41,78.89
12-May-03,420.55,137.65,11.52,78.84
13-May-03,425.98,140.5,11.72,79.42
14-May-03,428.7,146.75,11.95,80.4
15-May-03,424.2,145.1,12.33,82.14
16-May-03,419.88,146.25,12.3,81.78
19-May-03,416.68,148.2,12.35,81.87
20-May-03,415.32,148.45,12.33,82.67
21-May-03,415.88,148,12.34,83.2
22-May-03,409.2,146.9,12.53,84.23
23-May-03,413.48,150.35,12.83,85.61
26-May-03,408.57,153.2,12.64,85.99
27-May-03,408.02,153.3,12.7,83.87
28-May-03,416.05,155.95,12.69,86.38
29-May-03,432.52,157.2,12.46,90.12
30-May-03,445.1,157.55,12.64,92.98
2-Jun-03,446.4,158.45,12.9,92.65
3-Jun-03,452.7,156.1,12.65,91.62
4-Jun-03,464.52,157.3,12.71,91.95
5-Jun-03,481.2,160.4,12.59,93.8
6-Jun-03,485.65,161.8,12.71,95.36
9-Jun-03,482.6,169.1,13.28,91.77
10-Jun-03,475.02,169.1,13.54,88.85
11-Jun-03,477.4,169.9,13.88,88.91
12-Jun-03,479.75,170.7,13.71,88.38
13-Jun-03,480.4,170.25,13.6,88.35
16-Jun-03,499.38,166.15,13.39,87.08
17-Jun-03,530.02,169.9,13.65,88.79
18-Jun-03,519.17,169.95,13.74,90.15
19-Jun-03,518.45,170,13.83,92.56
20-Jun-03,528.8,171.1,14.11,92.71
23-Jun-03,519.1,170.1,14.34,93.04
24-Jun-03,507.2,171.8,14.34,94.04
25-Jun-03,521.17,176.05,14.56,95.22
26-Jun-03,516.6,177.65,14.49,93.57
27-Jun-03,530.25,174.9,14.77,98.25
30-Jun-03,547.35,178.45,15.29,99.66
1-Jul-03,548.33,178.7,15.45,100.34
2-Jul-03,545.48,176.85,15.71,101.93
3-Jul-03,594.6,178.2,15.94,101.55
4-Jul-03,584.92,171.3,15.09,101.79
7-Jul-03,564.67,167.95,14.75,103.41
8-Jul-03,568.7,168.6,14.3,102.93
9-Jul-03,572.8,169.9,14.07,101.43
10-Jul-03,556.63,169.55,14.04,104.47
11-Jul-03,557.45,170.55,14.31,108.33
14-Jul-03,592.25,168.05,14.37,112.18
15-Jul-03,593,166.25,14.3,112.54
16-Jul-03,584.63,163.15,14.59,117.13
17-Jul-03,591.83,157.5,14.48,114.72
18-Jul-03,582.52,152.45,14.31,116.16
21-Jul-03,576.6,146.75,13.9,112.3
22-Jul-03,570.4,151.15,13.45,109.59
23-Jul-03,554.05,158.95,13.6,110
24-Jul-03,570,166.3,13.98,112.51
25-Jul-03,565.63,169.7,14.35,116.54
28-Jul-03,571.92,167.35,14.22,119.61
29-Jul-03,564.63,169.9,14.29,124.17
30-Jul-03,574.23,168,14.41,123.06
31-Jul-03,574.35,170.15,13.89,122.64
1-Aug-03,546.55,167.55,14.5,126.3
4-Aug-03,510.65,167.15,15.42,128.77
5-Aug-03,500.25,162.75,15,127.3
6-Aug-03,513.8,160.35,14.72,127.86
7-Aug-03,518.25,165.2,15.12,132.42
8-Aug-03,527.65,168.2,15.56,137.28
11-Aug-03,529.65,171.35,16.12,139.73
12-Aug-03,524.27,172.1,16.07,139.32
13-Aug-03,525.23,175.55,16.38,141.56
14-Aug-03,532.5,177.8,16.45,143.21
18-Aug-03,532.02,181.85,17.09,152.4
19-Aug-03,528.67,188.5,16.73,147.83
20-Aug-03,533.92,193.15,16.9,143.27
21-Aug-03,549.5,189.4,17.67,145.68
22-Aug-03,550.08,186.55,17.93,149.25
25-Aug-03,543.2,180.3,17.3,141.29
26-Aug-03,554.92,189,18.06,150.9
27-Aug-03,559.52,189.6,18.31,148.92
28-Aug-03,551.7,187.65,18.62,144.86
29-Aug-03,576.3,184.5,18.66,148.54
1-Sep-03,572.92,189.55,18.85,149.98
2-Sep-03,566.13,191.95,18.81,149.28
3-Sep-03,553.73,185.95,18.09,148.72
4-Sep-03,569.45,187.05,17.82,152.19
5-Sep-03,565.88,193.55,18.36,157.73
8-Sep-03,575.8,194.65,18.47,156.32
9-Sep-03,586.85,190.85,18.37,151.93
10-Sep-03,595.27,193.5,18.6,152.81
11-Sep-03,594.25,188.5,18.73,152.37
12-Sep-03,575.25,184.95,18.25,148.01
15-Sep-03,573.42,183.85,17.49,144.71
16-Sep-03,570.63,187.35,17.74,154.78
17-Sep-03,571.23,184.65,17.27,153.49
18-Sep-03,555.58,178.3,16.27,147.39
19-Sep-03,551.88,181.45,15.98,151.07
22-Sep-03,526.42,174.6,15.6,144.94
23-Sep-03,523.17,181.1,16.29,150.81
24-Sep-03,527.35,184.2,17.01,152.63
25-Sep-03,528.1,179.55,16.65,153.69
26-Sep-03,533,182.3,16.84,156.64
29-Sep-03,522.48,179.8,17.74,158.29
30-Sep-03,528.7,183.3,17.79,160.09
1-Oct-03,533.98,184.2,17.4,158.97
3-Oct-03,556.2,190.6,17.92,166.01
6-Oct-03,553.75,191.6,18.87,171.96
7-Oct-03,553.95,190.05,18.76,178.85
8-Oct-03,570.83,185.9,19.5,179.18
9-Oct-03,595.83,188.25,20.19,183.45
10-Oct-03,591.17,189.1,20.31,187.9
13-Oct-03,584.02,188.9,20.59,201.21
14-Oct-03,635.45,186.75,19.77,192.17
15-Oct-03,627.88,189.95,20.36,202.39
16-Oct-03,615.73,190.55,20.93,211.35
17-Oct-03,606.2,195.55,21.61,209.73
20-Oct-03,593.8,194.55,21.78,202.83
21-Oct-03,563.42,188.6,21.08,196.77
22-Oct-03,574.17,185.85,20.87,201.18
23-Oct-03,553.35,182.4,20.34,198.83
24-Oct-03,562.73,186.8,21,201.21
25-Oct-03,568,187.9,21.44,203.66
27-Oct-03,568.27,180.25,20.55,193.67
28-Oct-03,565.5,175.25,20.7,193.88
29-Oct-03,583.8,177,21.2,194.79
30-Oct-03,590.9,174.85,21.85,204.98
31-Oct-03,597.6,174.6,22.76,211.2
3-Nov-03,656.17,182.2,23.17,223.31
4-Nov-03,707.75,185.05,23.72,218.54
5-Nov-03,684.38,182.3,24.1,217.15
6-Nov-03,648.9,182.95,24.48,220.6
7-Nov-03,635.7,180.3,23.81,215
10-Nov-03,643.25,182.9,25.38,217.65
11-Nov-03,659.6,182.55,25.49,215.59
12-Nov-03,639.25,181.95,25.32,214.47
13-Nov-03,636.1,181.25,24.34,209.76
14-Nov-03,633.55,181.55,24.17,206.43
15-Nov-03,644.88,183.2,25.56,208.93
17-Nov-03,636.55,182.3,25.48,214.82
18-Nov-03,619.17,183.15,26.02,209.34
19-Nov-03,609.65,179.2,25.31,203.1
20-Nov-03,617.85,176.95,24.55,198.27
21-Nov-03,615.38,180.3,24.92,202.86
24-Nov-03,620.77,177.65,25.19,205.25
25-Nov-03,622.2,179.55,25.76,207.52
27-Nov-03,628.98,179.35,25.49,208.11
28-Nov-03,635.83,178.25,25.9,212.73
1-Dec-03,655.1,178.95,26.65,218.09
2-Dec-03,664.5,177.95,26.59,218.51
3-Dec-03,672.17,178.9,27.12,215.94
4-Dec-03,663.95,181.35,26.63,215.77
5-Dec-03,652.4,187.15,25.83,209.34
8-Dec-03,663.45,187.95,25.65,213.38
9-Dec-03,684.75,187.3,26.52,214.59
10-Dec-03,694.2,188.15,26.72,216.56
11-Dec-03,682.58,187.1,26.62,215.38
12-Dec-03,677.15,187,26.63,223.1
15-Dec-03,676.2,193.1,26.88,230.85
16-Dec-03,678.92,199.6,27.05,227.7
17-Dec-03,673.7,199.85,27.16,226.23
18-Dec-03,680.83,198.75,27.4,233.47
19-Dec-03,683.4,200.85,27.47,233.06
22-Dec-03,688.05,199.7,27.91,236.21
23-Dec-03,697.15,199.7,27.8,233.24
24-Dec-03,707.4,200.75,27.77,242.66
26-Dec-03,711.55,202.6,28.74,250.12
29-Dec-03,729.1,205.85,29.49,259.57
30-Dec-03,720.05,205.65,29.81,252.5
31-Dec-03,714.02,204.7,30.29,261.64
1-Jan-04,715.63,212.6,31.06,262.58
2-Jan-04,724.45,215.55,31.79,266
5-Jan-04,722.85,213.85,32.47,259.96
6-Jan-04,721,213.2,33.96,253.65
7-Jan-04,705.83,209.85,35.89,260.69
8-Jan-04,705,210.05,36.84,262.99
9-Jan-04,701.42,211.15,39.14,260.08
12-Jan-04,684.95,208.1,38.55,261.93
13-Jan-04,699.9,208.4,39.58,264.49
14-Jan-04,688.7,207.3,40.8,268.97
15-Jan-04,673.8,208.2,39.23,260.96
16-Jan-04,673.7,205.1,38.71,256.98
19-Jan-04,690.8,207.05,39.43,269.38
20-Jan-04,670.23,203.55,37.03,258.16
21-Jan-04,670.9,200.15,33.92,245.9
22-Jan-04,668.6,192.95,34.86,232.15
23-Jan-04,686.13,195.05,37.05,251.8
27-Jan-04,714.88,202,39.42,261.28
28-Jan-04,716.38,193.1,37.69,257.31
29-Jan-04,716.85,187.85,37.91,253.33
30-Jan-04,699.7,188.75,36.2,238.3
3-Feb-04,647.58,191.7,34.33,227.46
4-Feb-04,661.58,193.1,36.57,245.17
5-Feb-04,653.88,194.45,35.57,237.89
6-Feb-04,666.2,189.45,36.26,243.75
9-Feb-04,625.5,193.2,37.59,249.35
10-Feb-04,620.38,193.75,37.21,245.29
11-Feb-04,630.88,195.55,37.54,253.45
12-Feb-04,621.6,197.65,37.49,251.62
13-Feb-04,627.02,202.95,38.11,258.84
16-Feb-04,619.52,199.45,38.04,261.49
17-Feb-04,619.38,192.8,38.2,267.26
18-Feb-04,621.17,187.6,37.92,265.05
19-Feb-04,609.08,182.05,36.14,256.57
20-Feb-04,600.3,179.35,36.07,260.13
23-Feb-04,604.98,174.55,35.05,254.27
24-Feb-04,620.95,175.9,35.76,261.43
25-Feb-04,629.55,174.5,34.66,251.33
26-Feb-04,624.3,172.6,33.61,249.56
27-Feb-04,620.02,174.05,33.54,253.18
1-Mar-04,507.6,173.95,35.06,257.1
3-Mar-04,512.02,164.7,35.73,259.6
4-Mar-04,507.02,158.05,36.37,252.83
5-Mar-04,511.15,158.35,38.27,260.78
8-Mar-04,514.6,156.35,39.15,265.02
9-Mar-04,523.7,154.4,38.5,260.34
10-Mar-04,523.77,149.35,38.9,255.92
11-Mar-04,532.7,154.3,38.09,246.55
12-Mar-04,516.48,157.5,38.1,248.44
15-Mar-04,509.52,153.9,35.22,228.91
16-Mar-04,498.75,150.95,35.36,231
17-Mar-04,494.5,144,35.92,233.03
18-Mar-04,500.3,144.8,34.67,226.61
19-Mar-04,505.38,147.9,34.47,228.76
22-Mar-04,504.95,149.55,33.07,215.15
23-Mar-04,503.5,150.7,33.01,214.26
24-Mar-04,493.65,148.25,33.41,209.9
25-Mar-04,485.23,145.45,34.7,219.04
26-Mar-04,487.68,148.1,35.66,221.39
29-Mar-04,489.23,149.75,37.35,223.63
30-Mar-04,485.98,150.5,36,225.14
31-Mar-04,486.98,154.25,36.38,225.96
1-Apr-04,489.82,154.8,37.04,231.53
2-Apr-04,495.77,156.55,37.93,237.71
5-Apr-04,488.57,157.25,39.86,239.39
6-Apr-04,483.15,155,39.64,233.86
7-Apr-04,475.25,146.8,39.97,231.62
8-Apr-04,478.13,148.55,39.27,235.95
12-Apr-04,482,149.9,39.05,233.47
13-Apr-04,480.73,152.25,39.7,237.77
15-Apr-04,449.8,150.65,39.23,232.03
16-Apr-04,453.52,151.75,39.09,233.27
17-Apr-04,458.5,152.1,39.97,233.03
19-Apr-04,452.65,152,39.39,230.64
20-Apr-04,452.25,151.45,38.69,234.77
21-Apr-04,453.13,153.75,39.54,243.22
22-Apr-04,455.9,152.35,40.33,241.54
23-Apr-04,465.32,151.6,39.92,241.19
27-Apr-04,464.48,146.8,37.44,223.43
28-Apr-04,451.5,144.85,37.15,226.34
29-Apr-04,432.65,143.95,37.16,217.06
30-Apr-04,434.75,141.2,36.67,210.82
3-May-04,434.63,142.8,34.96,201.8
4-May-04,432.98,142.5,36.32,206.16
5-May-04,437.7,142.9,36.83,209.17
6-May-04,443.25,145.75,37.64,215.83
7-May-04,455.48,144.9,37.38,203.78
10-May-04,440.07,142.5,36,195.76
11-May-04,419.95,140.9,33.38,181.06
12-May-04,420.07,142.4,33.43,186.01
13-May-04,422.38,141.55,34.86,187.37
14-May-04,419.63,141.5,31.19,170.04
17-May-04,393.82,120.25,25.24,154.7
18-May-04,443.82,130.35,27.8,172.99
19-May-04,442.7,134.3,30.31,185.66
20-May-04,434.57,136.95,30.06,188.87
21-May-04,435.32,138,28.26,193.67
24-May-04,435.57,138.25,29.81,196.47
25-May-04,437.77,141.65,28.94,196.15
26-May-04,449.3,139.6,29.36,193.64
27-May-04,452.5,140.35,28.6,187.93
28-May-04,443.77,137.25,26.53,178.35
31-May-04,398.13,137.1,25.31,174.55
1-Jun-04,399.32,136.95,25.56,178.18
2-Jun-04,400.1,137.2,23.88,183.45
3-Jun-04,394.25,135.85,23.7,175.49
4-Jun-04,400.7,138.65,23.13,185.86
7-Jun-04,403.23,136.75,23.03,181.92
8-Jun-04,404.38,134.95,22.87,175.44
9-Jun-04,407.48,133.55,23.13,175.64
10-Jun-04,407.95,129.8,23.07,176
11-Jun-04,403.15,129,22.28,170.84
14-Jun-04,397.77,127.8,21.43,160.79
15-Jun-04,394.3,128.9,22.94,169.6
16-Jun-04,395.32,127.95,22.62,166.92
17-Jun-04,377.48,128.6,23.15,170.16
18-Jun-04,376.68,126.8,22.87,165.15
21-Jun-04,366.77,127.9,22.32,163.83
22-Jun-04,365.8,128.55,22.27,164.74
23-Jun-04,367.3,127.95,21.15,159.09
24-Jun-04,358.88,130.45,21.16,161.88
25-Jun-04,361.7,128,22.09,174.38
28-Jun-04,371.8,127.6,22.7,178.5
29-Jun-04,365.98,129.7,22.45,180.06
30-Jun-04,367.7,127.3,22.39,177.23
1-Jul-04,369,127.4,23.19,180.74
2-Jul-04,366.8,126.95,22.78,179.3
5-Jul-04,370.2,127.3,22.73,178.15
6-Jul-04,374.68,127.55,24.28,184.57
7-Jul-04,386.93,128.8,24.64,186.31
8-Jul-04,372.8,124.2,24.23,174.61
9-Jul-04,381.48,122.4,24.55,180.68
12-Jul-04,382.07,123.95,24.49,185.31
13-Jul-04,378.65,123.7,24.17,181.21
14-Jul-04,370.82,122.45,24.02,184.8
15-Jul-04,374.05,123.45,24.51,192.79
16-Jul-04,376.02,123.55,24.8,199.65
19-Jul-04,382.15,122.5,24.86,203.57
20-Jul-04,383.75,121.75,24.49,202.95
21-Jul-04,385.13,121.65,25.39,210.14
22-Jul-04,384.02,120.2,26,214.15
23-Jul-04,377.75,120.25,26.5,214.44
26-Jul-04,380.02,120.15,25.94,220.3
27-Jul-04,380,121.05,24.66,223.04
28-Jul-04,372.52,121.85,24.5,222.78
29-Jul-04,385.68,118.2,24.88,231.35
30-Jul-04,379.9,116.2,25.49,230.97
2-Aug-04,380.43,119.1,25.91,230.53
3-Aug-04,379.57,118.75,25.84,233.44
4-Aug-04,377.45,113,25.43,234.62
5-Aug-04,387.2,116.8,25.53,240.19
6-Aug-04,386.55,116.15,25.41,237.89
9-Aug-04,391.43,116.3,26.12,237.74
10-Aug-04,393,115,26.05,239.42
11-Aug-04,388.48,114.5,25.75,228.55
12-Aug-04,380.98,114.15,25.66,227.98
13-Aug-04,370.25,110.5,25.81,226.03
16-Aug-04,364.23,106.65,25.87,235.23
17-Aug-04,360.35,108.35,25.9,238.54
18-Aug-04,354.45,106.25,25.01,231.38
19-Aug-04,350.27,107.7,25.16,235.14
20-Aug-04,342.77,107.05,24.04,229.52
23-Aug-04,335.32,110.35,23.51,216.67
24-Aug-04,327.18,109.85,23.98,219.49
25-Aug-04,345.85,111.1,24.47,219.49
26-Aug-04,348.25,111.95,24.72,216.97
27-Aug-04,349.45,111.3,24.57,214.81
30-Aug-04,354.18,111.95,25.22,220.73
31-Aug-04,352.35,112,25.05,222.63
1-Sep-04,350.15,112.45,25.53,220.6
