"","Date","Pharma","FMCG","Power","Steel","Month","Year"
"2613",2005-08-05,415.7,165.15,41.37,343.09,8,2005
"2614",2005-08-08,401.98,161.55,40.28,342.52,8,2005
"2615",2005-08-09,400.9,160.2,39.75,343.05,8,2005
"2616",2005-08-10,404.77,161.75,41.01,351.93,8,2005
"2617",2005-08-11,424.55,169.3,41.14,356.53,8,2005
"2618",2005-08-12,418.6,168.55,40.97,355.51,8,2005
"2619",2005-08-16,412.27,171.55,40.18,361.65,8,2005
"2620",2005-08-17,413.85,172.75,41.02,365.98,8,2005
"2621",2005-08-18,413.23,168.6,41.6,361.08,8,2005
"2622",2005-08-19,410.15,167.55,41.49,355.78,8,2005
"2623",2005-08-22,412.55,166.55,41.71,347.16,8,2005
"2624",2005-08-23,406.73,164.55,40.93,339.07,8,2005
"2625",2005-08-24,400,161.95,40.4,332.13,8,2005
"2626",2005-08-25,395.8,162.35,41.47,338.59,8,2005
"2627",2005-08-26,398.35,163.3,41.24,344.07,8,2005
"2628",2005-08-29,388.45,161.95,40.66,339.38,8,2005
"2629",2005-08-30,396.18,166.55,41.61,345.52,8,2005
"2630",2005-08-31,399.93,165.65,43.49,345.26,8,2005
"2631",2005-09-01,387.73,168.15,43.98,347.73,9,2005
"2632",2005-09-02,390.38,169,45.18,358.21,9,2005
"2633",2005-09-05,386.5,166.3,44.41,357.81,9,2005
"2634",2005-09-06,384.45,165.55,44.47,358.65,9,2005
"2635",2005-09-08,385.07,166.45,44.56,360.37,9,2005
"2636",2005-09-09,392.48,165.55,44.21,361.88,9,2005
"2637",2005-09-12,394.8,169.15,44.8,363.6,9,2005
"2638",2005-09-13,398.93,169.45,44.67,360.81,9,2005
"2639",2005-09-14,401.13,171.65,44.03,358.21,9,2005
"2640",2005-09-15,402.45,176.1,44.5,365.63,9,2005
"2641",2005-09-16,400.73,177.55,44.26,372.88,9,2005
"2642",2005-09-19,405.2,177.05,44.55,379.02,9,2005
"2643",2005-09-20,405.3,175.05,44.05,378.27,9,2005
"2644",2005-09-21,401.88,170.9,43.2,370.09,9,2005
"2645",2005-09-22,397.18,164.9,41.48,355.2,9,2005
"2646",2005-09-23,390.15,169.95,41.52,356.22,9,2005
"2647",2005-09-26,400.35,176.15,43.27,367.8,9,2005
"2648",2005-09-27,404.18,180.65,43.56,368.11,9,2005
"2649",2005-09-28,405.82,184.4,44.75,369.08,9,2005
"2650",2005-09-29,419.05,183.75,45.08,369.96,9,2005
"2651",2005-09-30,426.27,181.15,46.62,374.29,9,2005
"2652",2005-10-03,441.38,184.85,46.46,376.55,10,2005
"2653",2005-10-04,455.65,183.55,46.24,382.82,10,2005
"2654",2005-10-05,454.45,180.95,45.88,375.13,10,2005
"2655",2005-10-06,460.82,175.3,44.43,356.97,10,2005
"2656",2005-10-07,472.48,180.25,45.61,349.33,10,2005
"2657",2005-10-10,484.05,180.1,44.61,343.54,10,2005
"2658",2005-10-11,468.7,178.65,44.27,348.09,10,2005
"2659",2005-10-13,448.5,175.75,43.55,332.75,10,2005
"2660",2005-10-14,452.57,172.9,42.73,335.01,10,2005
"2661",2005-10-17,437.98,175.6,42.3,339.29,10,2005
"2662",2005-10-18,427.25,174.6,41.34,330.19,10,2005
"2663",2005-10-19,408.4,168.85,40.8,319.41,10,2005
"2664",2005-10-20,412.55,168.8,38.58,316.8,10,2005
"2665",2005-10-21,419.65,171.5,41.65,324.58,10,2005
"2666",2005-10-24,403.5,167.3,39.55,311.59,10,2005
"2667",2005-10-25,421.93,167.35,39.97,309.51,10,2005
"2668",2005-10-26,411.18,165.45,38.45,306.73,10,2005
"2669",2005-10-27,401.6,162.4,37.28,299.3,10,2005
"2670",2005-10-28,395.6,157.4,37.65,292.5,10,2005
"2671",2005-10-31,403.65,161.4,38.17,299.66,10,2005
"2672",2005-11-01,411.5,162.55,38.61,300.67,11,2005
"2673",2005-11-02,423.27,164.8,39.78,307.3,11,2005
"2674",2005-11-07,444.02,167.25,41.35,321.62,11,2005
"2675",2005-11-08,443.25,169.85,41.8,320.16,11,2005
"2676",2005-11-09,464.93,172.55,40.86,321.22,11,2005
"2677",2005-11-10,457.27,168.95,40.94,321.57,11,2005
"2678",2005-11-11,469.27,172.25,42.31,328.16,11,2005
"2679",2005-11-14,469.73,170.4,42.43,322.9,11,2005
"2680",2005-11-16,472.57,168.85,42.78,324.67,11,2005
"2681",2005-11-17,469.68,169.8,43.12,324.27,11,2005
"2682",2005-11-18,461.4,172.6,42.39,326.48,11,2005
"2683",2005-11-21,464.27,170.15,41.85,318.57,11,2005
"2684",2005-11-22,460.73,169.3,41.49,310.13,11,2005
"2685",2005-11-23,463.95,172,42.53,302.75,11,2005
"2686",2005-11-24,461.32,176.75,42.67,302.75,11,2005
"2687",2005-11-25,462.55,186.75,42.44,302.79,11,2005
"2688",2005-11-26,466.32,185.05,43.7,303.85,11,2005
"2689",2005-11-28,476.57,191.95,44.2,304.52,11,2005
"2690",2005-11-29,467.18,187.55,43.47,307.34,11,2005
"2691",2005-11-30,456.85,181.95,43.02,308.63,11,2005
"2692",2005-12-01,464.45,185.3,43.05,309.95,12,2005
"2693",2005-12-02,459.2,184.5,42.54,315.52,12,2005
"2694",2005-12-05,452.98,187.7,41.24,312.43,12,2005
"2695",2005-12-06,453.8,185.75,41.91,310.22,12,2005
"2696",2005-12-07,465.48,187.6,41.59,308.85,12,2005
"2697",2005-12-08,461.85,187.85,41.73,307.3,12,2005
"2698",2005-12-09,463.1,188.9,42.89,314.15,12,2005
"2699",2005-12-12,462.27,186.3,43.28,320.6,12,2005
"2700",2005-12-13,462.45,188.4,42.98,327.19,12,2005
"2701",2005-12-14,474.77,187.5,42.82,334.26,12,2005
"2702",2005-12-15,465.2,187.05,42.92,325.59,12,2005
"2703",2005-12-16,467.27,188.05,43.22,325.11,12,2005
"2704",2005-12-19,472.68,194.8,43.6,335.67,12,2005
"2705",2005-12-20,491.93,194.55,43.45,330.59,12,2005
"2706",2005-12-21,490.25,195.8,43.58,331.69,12,2005
"2707",2005-12-22,492.15,195.3,43.43,337.04,12,2005
"2708",2005-12-23,483.95,193.15,42.06,325.86,12,2005
"2709",2005-12-26,476.25,188.95,40.48,325.95,12,2005
"2710",2005-12-27,480.6,192.3,41.5,331.87,12,2005
"2711",2005-12-28,483.1,193.5,41.13,328.29,12,2005
"2712",2005-12-29,475.13,194.95,41.69,327.05,12,2005
"2713",2005-12-30,489.25,197.25,42.05,336.11,12,2005
"2714",2006-01-02,481.38,195.2,41.93,335.05,1,2006
"2715",2006-01-03,497.45,196.3,42.67,341.28,1,2006
"2716",2006-01-04,510.25,195,43.35,338.98,1,2006
"2717",2006-01-05,514.23,194.9,43.16,336.24,1,2006
"2718",2006-01-06,510.23,193.2,43.12,339.47,1,2006
"2719",2006-01-09,529.42,192.6,44.55,335.76,1,2006
"2720",2006-01-10,516.42,188,43.68,328.47,1,2006
"2721",2006-01-12,513.77,187.8,43.86,326.43,1,2006
"2722",2006-01-13,516.63,186.6,43.55,324.09,1,2006
"2723",2006-01-16,516.63,186.45,43.32,314.68,1,2006
"2724",2006-01-17,508.55,186,43.22,307.96,1,2006
"2725",2006-01-18,514.6,184.4,43.16,310.3,1,2006
"2726",2006-01-19,515.27,187.6,43.57,318.7,1,2006
"2727",2006-01-20,514.23,186.05,43.7,320.42,1,2006
"2728",2006-01-23,514.83,187.9,43.51,315.7,1,2006
"2729",2006-01-24,521.52,188.25,43.55,321.49,1,2006
"2730",2006-01-25,541.33,194.75,43.41,321.22,1,2006
"2731",2006-01-27,536.7,195.05,44.18,349.68,1,2006
"2732",2006-01-30,565.27,192.3,44.92,349.81,1,2006
"2733",2006-01-31,559.8,194.8,45.52,357.28,1,2006
"2734",2006-02-01,588.98,191.2,44.92,351.62,2,2006
"2735",2006-02-02,586.98,193.5,45.77,353.7,2,2006
"2736",2006-02-03,580.02,190.3,46.65,354.19,2,2006
"2737",2006-02-06,595.2,194.35,47.38,359.22,2,2006
"2738",2006-02-07,609.1,197.55,47.48,360.86,2,2006
"2739",2006-02-08,595.75,197,48,346.54,2,2006
"2740",2006-02-10,602.4,208.05,48.72,343.62,2,2006
"2741",2006-02-13,595.05,209.45,49.24,346.41,2,2006
"2742",2006-02-14,583.9,224.45,47.63,338.85,2,2006
"2743",2006-02-15,586.02,235.7,47.19,342.56,2,2006
"2744",2006-02-16,640.98,238.4,48.32,346.01,2,2006
"2745",2006-02-17,643.42,231.55,47.06,341.41,2,2006
"2746",2006-02-20,665.9,238.8,47.3,349.41,2,2006
"2747",2006-02-21,694.73,237.1,47.89,356.22,2,2006
"2748",2006-02-22,678.8,241.4,48.99,363.33,2,2006
"2749",2006-02-23,681.45,248.4,49.34,370.58,2,2006
"2750",2006-02-24,653.75,242.15,49.94,373.76,2,2006
"2751",2006-02-27,657.88,238.4,50.11,372.66,2,2006
"2752",2006-02-28,651.42,241.95,49.3,380.66,2,2006
"2753",2006-03-01,661.35,244.95,50.4,390.91,3,2006
"2754",2006-03-02,656.25,243.65,51.67,397.58,3,2006
"2755",2006-03-03,661.67,244.1,52.78,401.56,3,2006
"2756",2006-03-06,661.75,243.5,55.61,418.26,3,2006
"2757",2006-03-07,653.27,252.35,54.96,413.36,3,2006
"2758",2006-03-08,651.88,242.2,54.25,392.23,3,2006
"2759",2006-03-09,666,244.5,54.42,399.39,3,2006
"2760",2006-03-10,675.3,251.9,55.72,402.04,3,2006
"2761",2006-03-13,679.63,253.85,55.45,406.55,3,2006
"2762",2006-03-14,681.2,257.65,54.34,404.87,3,2006
"2763",2006-03-16,675.23,256.75,55.84,415.48,3,2006
"2764",2006-03-17,674.08,253.8,55.06,408.32,3,2006
"2765",2006-03-20,681.88,252,54.78,412.83,3,2006
"2766",2006-03-21,679.3,251.35,54.51,413.62,3,2006
"2767",2006-03-22,744.67,255.45,54.99,414.73,3,2006
"2768",2006-03-23,720.25,255.55,54.96,428.69,3,2006
"2769",2006-03-24,715.9,255.35,56.81,435.98,3,2006
"2770",2006-03-27,725.4,268.55,57.28,457.81,3,2006
"2771",2006-03-28,711.2,267.7,56.43,461.26,3,2006
"2772",2006-03-29,712.6,266.65,55.81,461.44,3,2006
"2773",2006-03-30,709.35,273.25,55.35,461.57,3,2006
"2774",2006-03-31,710.15,272.3,55.92,474.07,3,2006
"2775",2006-04-03,723.63,279.4,56.39,479.69,4,2006
"2776",2006-04-04,720.8,280.25,56.43,479.11,4,2006
"2777",2006-04-05,730.98,288.8,56.44,478.85,4,2006
"2778",2006-04-07,718.33,281.15,56.51,478.76,4,2006
"2779",2006-04-10,718.92,280.2,56.72,511.86,4,2006
"2780",2006-04-12,712.63,273.7,55.92,494.09,4,2006
"2781",2006-04-13,735.85,271.95,55.15,499.75,4,2006
"2782",2006-04-17,734.05,275.4,57.1,525.64,4,2006
"2783",2006-04-18,754.75,279.7,56.89,520.83,4,2006
"2784",2006-04-19,747.38,276.9,56.29,538.24,4,2006
"2785",2006-04-20,749.5,276.5,56.35,569.22,4,2006
"2786",2006-04-21,740.6,284.8,55.94,578.5,4,2006
"2787",2006-04-24,730.92,285.45,55.17,577.21,4,2006
"2788",2006-04-25,717.05,278.05,52.95,550.66,4,2006
"2789",2006-04-26,728.02,289.15,53.8,578.19,4,2006
"2790",2006-04-27,717.35,287.25,53.24,564.8,4,2006
"2791",2006-04-28,717.67,290.65,52.74,560.69,4,2006
"2792",2006-04-29,715.92,287.95,53.38,570.37,4,2006
"2793",2006-05-02,840.98,292.6,53.02,592.73,5,2006
"2794",2006-05-03,825.77,294.05,53.89,587.33,5,2006
"2795",2006-05-04,822.98,292.8,55.51,579.2,5,2006
"2796",2006-05-05,840,284.85,54.25,566.3,5,2006
"2797",2006-05-08,841.25,282.25,54.43,569.57,5,2006
"2798",2006-05-09,822.6,279.3,54.53,583.18,5,2006
"2799",2006-05-10,820.3,279.85,56.73,590.25,5,2006
"2800",2006-05-11,815.98,277.75,55.29,564.18,5,2006
"2801",2006-05-12,821.77,273.5,55.13,569.26,5,2006
"2802",2006-05-15,797.2,264,54.89,517.65,5,2006
"2803",2006-05-16,809.8,269.95,53.73,506.64,5,2006
"2804",2006-05-17,822.7,275.35,54.55,541.11,5,2006
"2805",2006-05-18,776.83,258.5,52.88,482.07,5,2006
"2806",2006-05-19,758.3,243.2,51.49,445,5,2006
"2807",2006-05-22,720.6,238.45,49.21,417.86,5,2006
"2808",2006-05-23,710.42,239.35,53.11,450.74,5,2006
"2809",2006-05-24,708.63,228.3,51.12,425.55,5,2006
"2810",2006-05-25,709.55,237.25,48.4,453.61,5,2006
"2811",2006-05-26,707.9,242.9,47.91,475.71,5,2006
"2812",2006-05-29,692.02,241.65,48.87,496.08,5,2006
"2813",2006-05-30,685.42,241.2,49.83,483.88,5,2006
"2814",2006-05-31,678.7,233.7,47.98,456.66,5,2006
"2815",2006-06-01,661.92,223.75,46.73,432.23,6,2006
"2816",2006-06-02,670.08,241.75,46.07,457.46,6,2006
"2817",2006-06-05,654.38,233.5,45.36,436.78,6,2006
"2818",2006-06-06,634.77,224.55,45.32,424.05,6,2006
"2819",2006-06-07,633.92,220,44.57,407.26,6,2006
"2820",2006-06-08,590.55,204.35,41.16,376.15,6,2006
"2821",2006-06-09,608.08,207.9,42.27,403.24,6,2006
"2822",2006-06-12,612.73,196.7,41.33,377.12,6,2006
"2823",2006-06-13,603.67,188.15,38.1,345.08,6,2006
"2824",2006-06-14,582.23,186.15,39.4,340.22,6,2006
"2825",2006-06-15,608.85,202.3,41.46,365.63,6,2006
"2826",2006-06-16,635.42,216.2,41.88,408.28,6,2006
"2827",2006-06-19,637.27,221.75,41.95,421.66,6,2006
"2828",2006-06-20,630,216.75,41.62,412.61,6,2006
"2829",2006-06-21,674.17,218.35,41.61,422.77,6,2006
"2830",2006-06-22,632.17,218.65,42.98,432.54,6,2006
"2831",2006-06-23,631.83,221.55,43.45,452.73,6,2006
"2832",2006-06-25,641.42,220.9,43.48,470.54,6,2006
"2833",2006-06-26,635.17,214.7,41.16,438.15,6,2006
"2834",2006-06-27,650.35,220.2,43.64,458.34,6,2006
"2835",2006-06-28,635.23,216.25,43.74,455.03,6,2006
"2836",2006-06-29,629.77,210.8,45.59,450.83,6,2006
"2837",2006-06-30,637,229.1,46.33,471.33,6,2006
"2838",2006-07-03,642.58,236.9,46.51,479.2,7,2006
"2839",2006-07-04,663.5,232.35,45.12,474.96,7,2006
"2840",2006-07-05,687.9,242.2,46.57,498.34,7,2006
"2841",2006-07-06,665.85,242.8,46.25,483.71,7,2006
"2842",2006-07-07,650.38,237.95,45.84,462.01,7,2006
"2843",2006-07-10,657.23,240.6,46.06,465.41,7,2006
"2844",2006-07-11,663.38,235.4,46.87,454.85,7,2006
"2845",2006-07-12,667.4,237.5,46.14,459.58,7,2006
"2846",2006-07-13,667.38,243.65,47.64,458.74,7,2006
"2847",2006-07-14,652.3,242.85,46.17,451.36,7,2006
"2848",2006-07-17,614.15,230.05,46.48,436.07,7,2006
"2849",2006-07-18,611.77,230.35,46.7,422.02,7,2006
"2850",2006-07-19,610,224.05,46.16,405.62,7,2006
"2851",2006-07-20,631.83,231.2,46.5,430.5,7,2006
"2852",2006-07-21,621.17,223.85,44.85,427.37,7,2006
"2853",2006-07-24,629.5,228.3,45.4,423.43,7,2006
"2854",2006-07-25,648.02,234.35,46.34,437.44,7,2006
"2855",2006-07-26,661.7,240.95,47.68,438.81,7,2006
"2856",2006-07-27,683.65,245.35,47.81,438.41,7,2006
"2857",2006-07-28,701.15,242.25,47.93,439.92,7,2006
"2858",2006-07-31,698.48,232.25,47.39,439.08,7,2006
"2859",2006-08-01,694.92,228.75,46.89,438.15,8,2006
"2860",2006-08-02,709.33,228.05,48.15,451.8,8,2006
"2861",2006-08-03,703.98,224.8,47.74,450.39,8,2006
"2862",2006-08-04,713.55,220.55,47.91,451.67,8,2006
"2863",2006-08-07,701.67,219.45,47.98,445.44,8,2006
"2864",2006-08-08,709.3,222.95,48.6,451.58,8,2006
"2865",2006-08-09,722.63,224,48.32,457.37,8,2006
"2866",2006-08-10,720.42,223.9,48.38,456.04,8,2006
"2867",2006-08-11,720.7,222.95,48.19,463.91,8,2006
"2868",2006-08-14,719.6,227.2,48.42,469.74,8,2006
"2869",2006-08-16,725.6,230.45,48.78,471.2,8,2006
"2870",2006-08-17,744.2,234.9,49.74,458.39,8,2006
"2871",2006-08-18,747.48,237.8,50.64,453,8,2006
"2872",2006-08-21,736.27,235.85,50.49,449.2,8,2006
"2873",2006-08-22,719.92,232.25,50.29,455.38,8,2006
"2874",2006-08-23,722.77,229.75,50.48,447.21,8,2006
"2875",2006-08-24,726.98,231.7,50.68,457.24,8,2006
"2876",2006-08-25,721.08,236.65,51.81,465.24,8,2006
"2877",2006-08-28,714.05,239.8,52.31,466.52,8,2006
"2878",2006-08-29,711.7,234.8,51.93,456.93,8,2006
"2879",2006-08-30,718.75,236.1,50.76,447.74,8,2006
"2880",2006-08-31,720.5,234.6,50.96,438.55,8,2006
"2881",2006-09-01,743.3,238.8,51.63,443.45,9,2006
"2882",2006-09-04,739.4,243.3,52.21,447.03,9,2006
"2883",2006-09-05,729.55,242.45,51.81,453.84,9,2006
"2884",2006-09-06,734.45,239,51.78,460.99,9,2006
"2885",2006-09-07,727.5,238.15,51.87,461.26,9,2006
"2886",2006-09-08,738.1,240.95,51.83,463.82,9,2006
"2887",2006-09-11,713.45,230.05,48.76,438.99,9,2006
"2888",2006-09-12,711.75,229.1,48.48,442.96,9,2006
"2889",2006-09-13,737.3,235.65,50.55,443.54,9,2006
"2890",2006-09-14,747.75,239,51.32,448.89,9,2006
"2891",2006-09-15,746.3,243.55,50.87,445.79,9,2006
"2892",2006-09-18,754.75,250.55,50.14,440.27,9,2006
"2893",2006-09-19,756.2,247.3,49.91,431.78,9,2006
"2894",2006-09-20,753.85,250.15,50.42,438.94,9,2006
"2895",2006-09-21,756.5,258.6,50.54,444.33,9,2006
"2896",2006-09-22,748.75,257.25,50.78,438.99,9,2006
"2897",2006-09-25,737.7,252.75,50.87,448.71,9,2006
"2898",2006-09-26,737.8,258.65,51.06,453.08,9,2006
"2899",2006-09-27,738,257.7,51.92,455.74,9,2006
"2900",2006-09-28,723.15,255,53.53,458.65,9,2006
"2901",2006-09-29,731.3,256.2,54.73,473.41,9,2006
"2902",2006-10-03,727.2,249.4,53.52,472.4,10,2006
"2903",2006-10-04,712.6,246.95,52.01,462.54,10,2006
"2904",2006-10-05,711.8,249.95,51.91,474.91,10,2006
"2905",2006-10-06,709.5,245.3,52.13,474.52,10,2006
"2906",2006-10-09,706.55,243.5,52.13,465.19,10,2006
"2907",2006-10-10,712.3,238.65,51.7,457.64,10,2006
"2908",2006-10-11,704.15,235.15,52.2,447.91,10,2006
"2909",2006-10-12,710.65,232.15,51.97,456.49,10,2006
"2910",2006-10-13,725.1,236.05,51.61,451.89,10,2006
"2911",2006-10-16,722.1,237,51.87,451.94,10,2006
"2912",2006-10-17,715.6,231.8,51.33,455.78,10,2006
"2913",2006-10-18,732.8,232.85,51.47,449.59,10,2006
"2914",2006-10-19,732.15,231.4,51.25,443.41,10,2006
"2915",2006-10-20,724.9,231.55,51.31,448.84,10,2006
"2916",2006-10-21,721.75,231.85,51.14,456.13,10,2006
"2917",2006-10-23,712.6,229.15,51.32,449.77,10,2006
"2918",2006-10-26,711.75,224.95,50.97,443.1,10,2006
"2919",2006-10-27,730.35,226.35,51.15,442.3,10,2006
"2920",2006-10-30,751.4,228.75,51.57,440.45,10,2006
"2921",2006-10-31,748.05,233.6,52.23,433.46,10,2006
"2922",2006-11-01,751.35,236.95,52.72,433.02,11,2006
"2923",2006-11-02,760.85,237.55,53.08,430.59,11,2006
"2924",2006-11-03,780.75,235.5,53.44,435.45,11,2006
"2925",2006-11-06,776.4,246.8,53.54,447.25,11,2006
"2926",2006-11-07,792.25,247.3,52.73,439.56,11,2006
"2927",2006-11-08,778.25,246.55,52.94,436.47,11,2006
"2928",2006-11-09,773.3,250,52.62,443.05,11,2006
"2929",2006-11-10,788.95,252.8,52.89,444.16,11,2006
"2930",2006-11-13,795.1,252.65,53.09,439.39,11,2006
"2931",2006-11-14,790.9,247.95,53.69,433.91,11,2006
"2932",2006-11-15,779.5,243.35,53.89,429.4,11,2006
"2933",2006-11-16,774.5,242.95,53.77,425.95,11,2006
"2934",2006-11-17,735.7,239.8,53.71,420.65,11,2006
"2935",2006-11-20,723.1,242.95,53.15,409.56,11,2006
"2936",2006-11-21,730.75,248.55,53.25,420.21,11,2006
"2937",2006-11-22,737.15,244.8,54.35,417.78,11,2006
"2938",2006-11-23,737.35,240.65,55.49,416.67,11,2006
"2939",2006-11-24,755.05,243.1,55.63,426.92,11,2006
"2940",2006-11-27,737.45,239.55,56.99,426.22,11,2006
"2941",2006-11-28,722.8,237,55.97,420.52,11,2006
"2942",2006-11-29,734.65,235.95,56.04,421.58,11,2006
"2943",2006-11-30,750.8,235.85,56.07,413.58,11,2006
"2944",2006-12-01,770.45,240.45,57.68,413.8,12,2006
"2945",2006-12-04,769.95,239.15,58.71,413.71,12,2006
"2946",2006-12-05,765.35,238.55,57.24,435.63,12,2006
"2947",2006-12-06,756.6,238.6,57.72,432.09,12,2006
"2948",2006-12-07,757.65,240.35,57.39,434.39,12,2006
"2949",2006-12-08,775.3,233.8,56.5,426.35,12,2006
"2950",2006-12-11,763,229.25,53.67,400.72,12,2006
"2951",2006-12-12,754.3,223.7,52.13,389.23,12,2006
"2952",2006-12-13,784.1,219.4,52.6,385.03,12,2006
"2953",2006-12-14,804.85,227.4,53.97,385.25,12,2006
"2954",2006-12-15,804.25,230.15,53.82,405.89,12,2006
"2955",2006-12-18,804.45,230.15,57.03,413.09,12,2006
"2956",2006-12-19,801.25,224.75,55.28,401.73,12,2006
"2957",2006-12-20,799.55,218.45,53.55,411.06,12,2006
"2958",2006-12-21,800.35,219.95,52.92,414.51,12,2006
"2959",2006-12-22,804.2,219.1,53.54,422.77,12,2006
"2960",2006-12-26,802.15,220.8,53.95,421.58,12,2006
"2961",2006-12-27,807.55,219.55,53.4,425.38,12,2006
"2962",2006-12-28,799.55,220.3,53.79,421.13,12,2006
"2963",2006-12-29,811.2,216.55,54.03,426.26,12,2006
"2964",2007-01-02,805.95,216.45,54.49,422.81,1,2007
"2965",2007-01-03,808.5,212.2,54.15,416.8,1,2007
"2966",2007-01-04,826.3,210.35,53.93,411.5,1,2007
"2967",2007-01-05,809.25,212.7,53.8,414.2,1,2007
"2968",2007-01-08,811,210,54.07,409.87,1,2007
"2969",2007-01-09,798.8,210.1,54.24,402.93,1,2007
"2970",2007-01-10,775.25,208.55,53.65,399.79,1,2007
"2971",2007-01-11,791.5,218,54.42,407.97,1,2007
"2972",2007-01-12,810.2,219.6,55.47,413.09,1,2007
"2973",2007-01-15,805.35,221.7,55.86,429.27,1,2007
"2974",2007-01-16,809.1,220,55.3,426.22,1,2007
"2975",2007-01-17,815.95,220.8,55.87,427.59,1,2007
"2976",2007-01-18,814.1,223.95,55.49,420.29,1,2007
"2977",2007-01-19,811.4,221.85,55.67,413.27,1,2007
"2978",2007-01-22,809.9,224.1,56.96,416.45,1,2007
"2979",2007-01-23,770,222.25,57.89,410.62,1,2007
"2980",2007-01-24,763,214.25,58.14,425.51,1,2007
"2981",2007-01-25,763.35,215.9,59.28,450.08,1,2007
"2982",2007-01-29,751.8,213.85,58.89,458.96,1,2007
"2983",2007-01-31,742.8,208.2,58.49,410.04,1,2007
"2984",2007-02-01,744.3,207.2,57.26,404.56,2,2007
"2985",2007-02-02,745.15,208.45,58.48,409.16,2,2007
"2986",2007-02-05,750.1,207.8,59.08,415.3,2,2007
"2987",2007-02-06,750.45,209,58.88,411.15,2,2007
"2988",2007-02-07,746.15,207.5,57.98,410.35,2,2007
"2989",2007-02-08,741.8,205.15,58.39,407.97,2,2007
"2990",2007-02-09,730.75,202.6,57.86,400.59,2,2007
"2991",2007-02-12,725.05,203.3,58.19,392.19,2,2007
"2992",2007-02-13,724.65,200.8,58.1,382.03,2,2007
"2993",2007-02-14,719.65,200.25,58.72,387.9,2,2007
"2994",2007-02-15,734.9,205.75,58.37,390.73,2,2007
"2995",2007-02-19,730.1,205.1,58.88,392.28,2,2007
"2996",2007-02-20,728.65,199.65,58.65,392.54,2,2007
"2997",2007-02-21,729.5,195.5,57.97,402.31,2,2007
"2998",2007-02-22,710.9,192.1,57.76,403.1,2,2007
"2999",2007-02-23,681.9,187.45,55.32,405.84,2,2007
"3000",2007-02-26,691.5,189.05,55.5,415.12,2,2007
"3001",2007-02-27,692.4,185.3,53.64,414.82,2,2007
"3002",2007-02-28,677.2,176.15,52.49,391.08,2,2007
"3003",2007-03-01,662.95,176,52.18,399.39,3,2007
"3004",2007-03-02,660.6,179,50.73,391.66,3,2007
"3005",2007-03-05,618.65,173.55,48.95,371.42,3,2007
"3006",2007-03-06,620.8,171.4,47.43,370.58,3,2007
"3007",2007-03-07,634.35,167.8,47.89,365.01,3,2007
"3008",2007-03-08,677,183.8,50.43,377.74,3,2007
"3009",2007-03-09,659.75,183.55,48.76,383.4,3,2007
"3010",2007-03-12,659.2,185,49.46,385.47,3,2007
"3011",2007-03-13,661.1,181.2,50.08,392.85,3,2007
"3012",2007-03-14,646.25,176.8,49.47,379.77,3,2007
"3013",2007-03-15,674.9,177.3,49.49,383,3,2007
"3014",2007-03-16,682.1,176.8,49.21,380.48,3,2007
"3015",2007-03-19,677.65,180.2,48.79,379.82,3,2007
"3016",2007-03-20,679.5,184,48.73,374.82,3,2007
"3017",2007-03-21,678.25,190.75,48.92,380.08,3,2007
"3018",2007-03-22,681.5,196.55,49.79,390.64,3,2007
"3019",2007-03-23,686.65,198.35,49.08,387.73,3,2007
"3020",2007-03-26,681.4,197.5,48.67,390.55,3,2007
"3021",2007-03-28,693.9,197.8,48.86,389.85,3,2007
"3022",2007-03-29,705.45,204.55,49.25,390.02,3,2007
"3023",2007-03-30,727.5,205.25,49.16,397.36,3,2007
"3024",2007-04-02,711.4,195.8,47.87,374.82,4,2007
"3025",2007-04-03,719.2,198.8,48.04,379.86,4,2007
"3026",2007-04-04,745.65,197.75,48.73,387.28,4,2007
"3027",2007-04-05,729.3,199.95,48.48,411.15,4,2007
"3028",2007-04-09,729.65,203.65,49.04,435.98,4,2007
"3029",2007-04-10,719.9,208.85,49.37,437.97,4,2007
"3030",2007-04-11,701.25,205.35,51.44,452.38,4,2007
"3031",2007-04-12,704.55,207.25,50.76,438.32,4,2007
"3032",2007-04-13,713.1,207.15,51.45,451.85,4,2007
"3033",2007-04-16,714.1,213.7,53.33,471.42,4,2007
"3034",2007-04-17,717.4,210.85,53.62,467.22,4,2007
"3035",2007-04-18,713.75,208.3,51.83,451.94,4,2007
"3036",2007-04-19,710.05,207.15,51.32,446.5,4,2007
"3037",2007-04-20,718,205.5,52.72,472.26,4,2007
"3038",2007-04-23,720,202.2,54.8,492.81,4,2007
"3039",2007-04-24,713.9,207.15,56.18,511.81,4,2007
"3040",2007-04-25,711.15,211.2,57.76,504.48,4,2007
"3041",2007-04-26,717.05,214.7,57.3,495.33,4,2007
"3042",2007-04-27,711.8,209.5,56.37,475.18,4,2007
"3043",2007-04-30,709.6,199.4,57.1,485.74,4,2007
"3044",2007-05-03,717.2,195.8,58.41,492.1,5,2007
"3045",2007-05-04,719.35,195.05,58.17,488.66,5,2007
"3046",2007-05-07,703.55,195.45,58.3,487.77,5,2007
"3047",2007-05-08,691.25,194.5,57.41,488.88,5,2007
"3048",2007-05-09,691.2,191.05,56.75,496.88,5,2007
"3049",2007-05-10,689.7,190,55.38,509.29,5,2007
"3050",2007-05-11,683.45,185.45,55.3,502.93,5,2007
"3051",2007-05-14,651.25,192.05,56.43,522.33,5,2007
